recipe_name,rating,url
"Mâche, Frisée, and Radish Salad with Mustard Vinaigrette ",5.0,https://www.epicurious.com/recipes/food/views/mche-frise-and-radish-salad-with-mustard-vinaigrette
Chai-Poached Apricots and Plums ,4.375,https://www.epicurious.com/recipes/food/views/chai-poached-apricots-and-plums
"Kale, Potato, and Onion Frittata ",3.75,https://www.epicurious.com/recipes/food/views/kale-potato-and-onion-frittata
"Sauteed Fennel, Capers and Arugula ",4.375,https://www.epicurious.com/recipes/food/views/sauteed-fennel-capers-and-arugula
Seared Sea Bass with Fresh Herbs and Lemon ,3.75,https://www.epicurious.com/recipes/food/views/seared-sea-bass-with-fresh-herbs-and-lemon
Ginger and Garlic Broccoli ,4.375,https://www.epicurious.com/recipes/food/views/ginger-and-garlic-broccoli
Puerco Asado ,4.375,https://www.epicurious.com/recipes/food/views/puerco-asado
Grilled Salmon Fillets with Balsamic Glaze ,3.75,https://www.epicurious.com/recipes/food/views/grilled-salmon-fillets-with-balsamic-glaze
"Three-Onion, Sun-Dried Tomato, Olive Tart ",3.125,https://www.epicurious.com/recipes/food/views/three-onion-sun-dried-tomato-olive-tart
Warm Chocolate Cake with Chocolate Almond Brittle ,3.125,https://www.epicurious.com/recipes/food/views/warm-chocolate-cake-with-chocolate-almond-brittle
Lemon Tart Brûlée ,3.75,https://www.epicurious.com/recipes/food/views/lemon-tart-brle
Cream of Cauliflower Soup ,4.375,https://www.epicurious.com/recipes/food/views/cream-of-cauliflower-soup
Ipanema Punch ,5.0,https://www.epicurious.com/recipes/food/views/ipanema-punch
Melon Carpaccio ,4.375,https://www.epicurious.com/recipes/food/views/melon-carpaccio
Green Beans with Red Onion and Olives ,3.75,https://www.epicurious.com/recipes/food/views/green-beans-with-red-onion-and-olives
Duck Breast and Frisée Salad ,5.0,https://www.epicurious.com/recipes/food/views/duck-breast-and-frise-salad
Turkey Stock ,4.375,https://www.epicurious.com/recipes/food/views/turkey-stock
Pantry Pasta ,2.5,https://www.epicurious.com/recipes/food/views/pantry-pasta
Oil-Poached Tuna with Escarole and Lima Beans ,4.375,https://www.epicurious.com/recipes/food/views/oil-poached-tuna-with-escarole-and-lima-beans
Turkey Giblet Stock ,3.75,https://www.epicurious.com/recipes/food/views/turkey-giblet-stock
Braised Meat with Butternut Squash ,4.375,https://www.epicurious.com/recipes/food/views/braised-meat-with-butternut-squash
Golden Granola ,4.375,https://www.epicurious.com/recipes/food/views/golden-granola
"Kale, Butternut Squash, and Pancetta Pie ",4.375,https://www.epicurious.com/recipes/food/views/kale-butternut-squash-and-pancetta-pie
Sauteed Kale ,4.375,https://www.epicurious.com/recipes/food/views/sauteed-kale
"Linguine with Arugula, Pine Nuts and Parmesan Cheese ",3.75,https://www.epicurious.com/recipes/food/views/linguine-with-arugula-pine-nuts-and-parmesan-cheese
No-Bake Chocolate Torte Salamon ,4.375,https://www.epicurious.com/recipes/food/views/no-bake-chocolate-torte-salamon
Grilled Butterflied Prawns with Sriracha-Lemongrass Butter ,3.75,https://www.epicurious.com/recipes/food/views/grilled-butterflied-prawns-with-sriracha-lemongrass-butter
Braised Beef and Veal with Tomato Gravy ,4.375,https://www.epicurious.com/recipes/food/views/braised-beef-and-veal-with-tomato-gravy
Ginger-Cilantro Chutney ,3.75,https://www.epicurious.com/recipes/food/views/ginger-cilantro-chutney
Charmoula ,5.0,https://www.epicurious.com/recipes/food/views/charmoula
Smoked Mozzarella and Roasted Pepper with Olive Dressing on Italian Bread ,4.375,https://www.epicurious.com/recipes/food/views/smoked-mozzarella-and-roasted-pepper-with-olive-dressing-on-italian-bread
"Shrimp, Mango, and Avocado Salad with Sweet Chili-Ginger Vinaigrette ",4.375,https://www.epicurious.com/recipes/food/views/shrimp-mango-and-avocado-salad-with-sweet-chili-ginger-vinaigrette
"Tomato Salad with Cucumbers, Arugula, and Sardines ",3.125,https://www.epicurious.com/recipes/food/views/tomato-salad-with-cucumbers-arugula-and-sardines
"Fennel, Arugula, and Smoked-Trout Salad with Horseradish Dressing ",4.375,https://www.epicurious.com/recipes/food/views/fennel-arugula-and-smoked-trout-salad-with-horseradish-dressing
Grandmother Walters's Biscuits ,4.375,https://www.epicurious.com/recipes/food/views/grandmother-walterss-biscuits
Roast Beef Sandwiches with Whole Grain Mustard and Cranberries ,4.375,https://www.epicurious.com/recipes/food/views/roast-beef-sandwiches-with-whole-grain-mustard-and-cranberries
Skirt Steak with Red-Wine Sauce ,3.75,https://www.epicurious.com/recipes/food/views/skirt-steak-with-red-wine-sauce
Melon and Prosciutto with Balsamic Vinegar and Mint ,3.75,https://www.epicurious.com/recipes/food/views/melon-and-prosciutto-with-balsamic-vinegar-and-mint
Chocolate Currant Cake with Tangy Chocolate Frosting ,4.375,https://www.epicurious.com/recipes/food/views/chocolate-currant-cake-with-tangy-chocolate-frosting
Mussels in Romesco Sauce ,3.125,https://www.epicurious.com/recipes/food/views/mussels-in-romesco-sauce
Mexican-Style Cheese and Sausage Casserole ,3.75,https://www.epicurious.com/recipes/food/views/mexican-style-cheese-and-sausage-casserole
Spiced Sliders with Date Ketchup ,4.375,https://www.epicurious.com/recipes/food/views/spiced-sliders-with-date-ketchup
Honey-Lemon Custard with Fruit ,5.0,https://www.epicurious.com/recipes/food/views/honey-lemon-custard-with-fruit
Spicy Red Rice with Chicken and Vegetables ,3.125,https://www.epicurious.com/recipes/food/views/spicy-red-rice-with-chicken-and-vegetables
Best Cranberry Relish ,5.0,https://www.epicurious.com/recipes/food/views/best-cranberry-relish
Potato and Garlic Soup with Herbs ,3.75,https://www.epicurious.com/recipes/food/views/potato-and-garlic-soup-with-herbs
"Creamy Mint-Cilantro ""Chutney"" ",3.125,https://www.epicurious.com/recipes/food/views/creamy-mint-cilantro-chutney
"Greek-Spiced Game Hen with Clementines, Artichokes, and Olives ",3.125,https://www.epicurious.com/recipes/food/views/greek-spiced-game-hen-with-clementines-artichokes-and-olives
"Quinoa, Bacon, and Blue Cheese Fritters with Horseradish-Yogurt Sauce ",5.0,https://www.epicurious.com/recipes/food/views/quinoa-bacon-and-blue-cheese-fritters-with-horseradish-yogurt-sauce
Tomatoes Stuffed with Bulgur and Pine Nuts ,4.375,https://www.epicurious.com/recipes/food/views/tomatoes-stuffed-with-bulgur-and-pine-nuts
Mashed Potatoes with Crimini Mushrooms ,4.375,https://www.epicurious.com/recipes/food/views/mashed-potatoes-with-crimini-mushrooms
Chile-Macadamia Brittle ,3.125,https://www.epicurious.com/recipes/food/views/chile-macadamia-brittle
Great Curry in a Hurry ,3.75,https://www.epicurious.com/recipes/food/views/great-curry-in-a-hurry
"Italian Turkey, Bean, and Tomato Soup ",3.75,https://www.epicurious.com/recipes/food/views/italian-turkey-bean-and-tomato-soup
Seared Salmon with Thai Vegetables ,4.375,https://www.epicurious.com/recipes/food/views/seared-salmon-with-thai-vegetables
Cantaloupe and Pancetta Cream Sauce for Pasta ,5.0,https://www.epicurious.com/recipes/food/views/cantaloupe-and-pancetta-cream-sauce-for-pasta
Creamy Polenta ,4.375,https://www.epicurious.com/recipes/food/views/creamy-polenta
Coconut-Vegetable Curry ,3.75,https://www.epicurious.com/recipes/food/views/coconut-vegetable-curry
Wild Rice and Mushroom Stuffing ,4.375,https://www.epicurious.com/recipes/food/views/wild-rice-and-mushroom-stuffing
Apricot Almond Tart ,5.0,https://www.epicurious.com/recipes/food/views/apricot-almond-tart
Pepperoni and Asiago Pinwheels ,4.375,https://www.epicurious.com/recipes/food/views/pepperoni-and-asiago-pinwheels
Moroccan Roasted Chicken ,3.125,https://www.epicurious.com/recipes/food/views/moroccan-roasted-chicken
Chewy Almond-Raspberry Sandwich Cookies ,3.75,https://www.epicurious.com/recipes/food/views/chewy-almond-raspberry-sandwich-cookies
Fried Anchovies with Salbixtada Sauce ,5.0,https://www.epicurious.com/recipes/food/views/fried-anchovies-with-salbixtada-sauce
Candied Carrot Curls ,3.75,https://www.epicurious.com/recipes/food/views/candied-carrot-curls
Beef Brisket with Slow-Roasted Romano Beans and Black Olive Aïoli ,5.0,https://www.epicurious.com/recipes/food/views/beef-brisket-with-slow-roasted-romano-beans-and-black-olive-aoli
Crown Roast of Pork with Onion and Bread-Crumb Stuffing ,5.0,https://www.epicurious.com/recipes/food/views/crown-roast-of-pork-with-onion-and-bread-crumb-stuffing
"Banana, Raisin, and Oatmeal Pancakes ",4.375,https://www.epicurious.com/recipes/food/views/banana-raisin-and-oatmeal-pancakes
Broccoli Rabe and Provolone Grinders ,4.375,https://www.epicurious.com/recipes/food/views/broccoli-rabe-and-provolone-grinders
Roasted Vegetables with Balsamic-Lemon Vinaigrette ,4.375,https://www.epicurious.com/recipes/food/views/roasted-vegetables-with-balsamic-lemon-vinaigrette
Quatre-Épices ,5.0,https://www.epicurious.com/recipes/food/views/quatre-pices
Goat Cheese and Olive-Stuffed Chicken Breasts ,3.75,https://www.epicurious.com/recipes/food/views/goat-cheese-and-olive-stuffed-chicken-breasts
Jive Turkey Deep-Fried Turkey ,3.75,https://www.epicurious.com/recipes/food/views/jive-turkey-deep-fried-turkey
Gingerbread Layer Cake with Candied Kumquats ,4.375,https://www.epicurious.com/recipes/food/views/gingerbread-layer-cake-with-candied-kumquats
Maple Walnut Ice Cream ,4.375,https://www.epicurious.com/recipes/food/views/maple-walnut-ice-cream
Breaded Skinless Fish Fillets with Red Pepper Mayonnaise ,4.375,https://www.epicurious.com/recipes/food/views/breaded-skinless-fish-fillets-with-red-pepper-mayonnaise
Carrot Cake with Cream Cheese-Lemon Zest Frosting ,4.375,https://www.epicurious.com/recipes/food/views/carrot-cake-with-cream-cheese-lemon-zest-frosting
Maple Pecan Baked Apples ,3.75,https://www.epicurious.com/recipes/food/views/maple-pecan-baked-apples
Fried-Egg Caesar with Sun-Dried Tomatoes and Prosciutto Breadsticks ,4.375,https://www.epicurious.com/recipes/food/views/fried-egg-caesar-with-sun-dried-tomatoes-and-prosciutto-breadsticks
"Pink Grapefruit, Avocado, and Watercress Salad ",5.0,https://www.epicurious.com/recipes/food/views/pink-grapefruit-avocado-and-watercress-salad
Boneless Leg of Lamb Stuffed with Swiss Chard and Feta ,4.375,https://www.epicurious.com/recipes/food/views/boneless-leg-of-lamb-stuffed-with-swiss-chard-and-feta
Gingerbread Trifle With Candied Kumquats and Wine-Poached Cranberries ,4.375,https://www.epicurious.com/recipes/food/views/gingerbread-trifle-with-candied-kumquats-and-wine-poached-cranberries
Down-East Succotash ,4.375,https://www.epicurious.com/recipes/food/views/down-east-succotash
Lemon-Lime Basil Shortbread Cookies ,3.75,https://www.epicurious.com/recipes/food/views/lemon-lime-basil-shortbread-cookies
Thai Red Curry Soup with Chicken and Vegetables ,4.375,https://www.epicurious.com/recipes/food/views/thai-red-curry-soup-with-chicken-and-vegetables
Red Beans and Rice de Guise ,4.375,https://www.epicurious.com/recipes/food/views/red-beans-and-rice-de-guise
Sausage-Stuffed Mushrooms ,4.375,https://www.epicurious.com/recipes/food/views/sausage-stuffed-mushrooms
Miss Milton's Lovely Fudge Pie ,4.375,https://www.epicurious.com/recipes/food/views/miss-miltons-lovely-fudge-pie
Watermelon and Cucumber Gazpacho ,4.375,https://www.epicurious.com/recipes/food/views/watermelon-and-cucumber-gazpacho
Lemon Cream Cheese Frosting ,3.75,https://www.epicurious.com/recipes/food/views/lemon-cream-cheese-frosting
Brussels Sprouts for People Who Think They Hate Brussels Sprouts ,4.375,https://www.epicurious.com/recipes/food/views/brussels-sprouts-for-people-who-think-they-hate-brussels-sprouts
Pete's Burger ,3.125,https://www.epicurious.com/recipes/food/views/petes-burger
Grilled Lemon Chicken and Moroccan Couscous Salad ,4.375,https://www.epicurious.com/recipes/food/views/grilled-lemon-chicken-and-moroccan-couscous-salad
Chicken with Mushrooms and Bacon ,3.75,https://www.epicurious.com/recipes/food/views/chicken-with-mushrooms-and-bacon
Dark-Chocolate Cherry Brownies ,3.75,https://www.epicurious.com/recipes/food/views/dark-chocolate-cherry-brownies
Homemade Montreal Steak Seasoning ,5.0,https://www.epicurious.com/recipes/food/views/homemade-montreal-steak-seasoning
"Baked Orzo with Shrimp, Tomato Sauce, and Feta ",3.75,https://www.epicurious.com/recipes/food/views/baked-orzo-with-shrimp-tomato-sauce-and-feta
Twelve-Fruit Compote ,5.0,https://www.epicurious.com/recipes/food/views/twelve-fruit-compote
Rolled Pork Loin Roast Stuffed With Olives and Herbs ,5.0,https://www.epicurious.com/recipes/food/views/rolled-pork-loin-roast-stuffed-with-olives-and-herbs
Double-Baked Roquefort Potatoes ,4.375,https://www.epicurious.com/recipes/food/views/double-baked-roquefort-potatoes
Roasted Orange Molasses Sweet Potatoes ,3.125,https://www.epicurious.com/recipes/food/views/roasted-orange-molasses-sweet-potatoes
Sesame Soy Vinaigrette ,3.125,https://www.epicurious.com/recipes/food/views/sesame-soy-vinaigrette
Plum Clafoutis ,4.375,https://www.epicurious.com/recipes/food/views/plum-clafoutis
Corn Bread ,3.125,https://www.epicurious.com/recipes/food/views/corn-bread
"Olive, Rosemary, and Onion Focaccia ",4.375,https://www.epicurious.com/recipes/food/views/olive-rosemary-and-onion-focaccia
Midwestern Whole Wheat Dried Fruit Stuffing ,5.0,https://www.epicurious.com/recipes/food/views/midwestern-whole-wheat-dried-fruit-stuffing
Mushroom-Stuffed Pork Tenderloin with Celery Root Mashed Potatoes ,4.375,https://www.epicurious.com/recipes/food/views/mushroom-stuffed-pork-tenderloin-with-celery-root-mashed-potatoes
"Butternut Squash and Noodles with Coconut, Lime and Cilantro Sauce ",3.75,https://www.epicurious.com/recipes/food/views/butternut-squash-and-noodles-with-coconut-lime-and-cilantro-sauce
"Orecchiette with Savoy Cabbage, Peas, and Lemon Cream ",3.75,https://www.epicurious.com/recipes/food/views/orecchiette-with-savoy-cabbage-peas-and-lemon-cream
Brown-Rice Flour Mix ,5.0,https://www.epicurious.com/recipes/food/views/brown-rice-flour-mix
Chicken in Riesling with Prunes and Cabbage ,3.75,https://www.epicurious.com/recipes/food/views/chicken-in-riesling-with-prunes-and-cabbage
Seared Scallops with Tarragon Cream ,3.75,https://www.epicurious.com/recipes/food/views/seared-scallops-with-tarragon-cream
Strawberry Vin Santo Sauce ,5.0,https://www.epicurious.com/recipes/food/views/strawberry-vin-santo-sauce
Roasted Squash with Date Relish and Pumpkin Seeds ,4.375,https://www.epicurious.com/recipes/food/views/roasted-squash-with-date-relish-and-pumpkin-seeds
"Fennel, Leek and Spinach Soup ",4.375,https://www.epicurious.com/recipes/food/views/fennel-leek-and-spinach-soup
Cherry-Vanilla Tea Cake with Vanilla Sugar ,3.75,https://www.epicurious.com/recipes/food/views/cherry-vanilla-tea-cake-with-vanilla-sugar
Salted Water for Boiling ,3.75,https://www.epicurious.com/recipes/food/views/salted-water-for-boiling
Smoked Trout Soufflé in a Phyllo Crust ,4.375,https://www.epicurious.com/recipes/food/views/smoked-trout-souffl-in-a-phyllo-crust
Turkey Gravy ,3.75,https://www.epicurious.com/recipes/food/views/turkey-gravy
Sabayon Lingonberry Mousse ,3.75,https://www.epicurious.com/recipes/food/views/sabayon-lingonberry-mousse
Chicken with Bell Peppers and Olives ,3.125,https://www.epicurious.com/recipes/food/views/chicken-with-bell-peppers-and-olives
Sweet-and-Spicy Mixed Nuts ,5.0,https://www.epicurious.com/recipes/food/views/sweet-and-spicy-mixed-nuts
Boston Cream Pie ,3.125,https://www.epicurious.com/recipes/food/views/boston-cream-pie
Arugula Pesto Potato Salad ,4.375,https://www.epicurious.com/recipes/food/views/arugula-pesto-potato-salad
Shaved Root Vegetable Salad ,4.375,https://www.epicurious.com/recipes/food/views/shaved-root-vegetable-salad
Broccoli Spears with Garlic Sauce ,3.75,https://www.epicurious.com/recipes/food/views/broccoli-spears-with-garlic-sauce
Grilled Spice-Rubbed Flank Steak ,3.75,https://www.epicurious.com/recipes/food/views/grilled-spice-rubbed-flank-steak
Argentine-Style Beef with Chimichurri Sauce ,3.75,https://www.epicurious.com/recipes/food/views/argentine-style-beef-with-chimichurri-sauce
Jerk Spice–Rubbed Chicken Legs ,3.75,https://www.epicurious.com/recipes/food/views/jerk-spicerubbed-chicken-legs
Blue Lake Green Beans with Lemon and Thyme ,4.375,https://www.epicurious.com/recipes/food/views/blue-lake-green-beans-with-lemon-and-thyme
"Pasta with Greens, Goat Cheese and Raisins ",3.75,https://www.epicurious.com/recipes/food/views/pasta-with-greens-goat-cheese-and-raisins
Tomato-Cheddar Pie ,4.375,https://www.epicurious.com/recipes/food/views/tomato-cheddar-pie
"Beef Rolls with Parmesan, Pine Nuts, Olives, and Capers ",3.125,https://www.epicurious.com/recipes/food/views/beef-rolls-with-parmesan-pine-nuts-olives-and-capers
Toasted-Coconut Soufflés with Ruby-Red Cranberry Sauce ,5.0,https://www.epicurious.com/recipes/food/views/toasted-coconut-souffls-with-ruby-red-cranberry-sauce
Mojo Verde ,4.375,https://www.epicurious.com/recipes/food/views/mojo-verde
Green Papaya Salad ,4.375,https://www.epicurious.com/recipes/food/views/green-papaya-salad
Southern California Crepes ,4.375,https://www.epicurious.com/recipes/food/views/southern-california-crepes
Whole Grain Cranberry-Apple Scones ,3.75,https://www.epicurious.com/recipes/food/views/whole-grain-cranberry-apple-scones
Toreador ,2.5,https://www.epicurious.com/recipes/food/views/toreador
Baked Ham with Mustard-Red Currant Glaze and Rhubarb Chutney ,4.375,https://www.epicurious.com/recipes/food/views/baked-ham-with-mustard-red-currant-glaze-and-rhubarb-chutney
"Carrot, Apple, and Horseradish Salad ",4.375,https://www.epicurious.com/recipes/food/views/carrot-apple-and-horseradish-salad
Pine Nut Caramel Bars ,4.375,https://www.epicurious.com/recipes/food/views/pine-nut-caramel-bars
Spicy Mussels in White Wine ,5.0,https://www.epicurious.com/recipes/food/views/spicy-mussels-in-white-wine
Tea-and-Lemon Gravy ,3.125,https://www.epicurious.com/recipes/food/views/tea-and-lemon-gravy
To Warm Tortillas ,2.5,https://www.epicurious.com/recipes/food/views/to-warm-tortillas
Tomato and Ricotta Salata Bruschetta ,4.375,https://www.epicurious.com/recipes/food/views/tomato-and-ricotta-salata-bruschetta
Zucchini-Cilantro Dip ,3.125,https://www.epicurious.com/recipes/food/views/zucchini-cilantro-dip
Santa Fe Tortilla Pizza ,3.75,https://www.epicurious.com/recipes/food/views/santa-fe-tortilla-pizza
Potato and Blue Cheese Gratin ,3.75,https://www.epicurious.com/recipes/food/views/potato-and-blue-cheese-gratin
Caramel Pecan Cakes ,4.375,https://www.epicurious.com/recipes/food/views/caramel-pecan-cakes
Sesame-Cilantro Rice ,3.75,https://www.epicurious.com/recipes/food/views/sesame-cilantro-rice
Five-Spice Ice Cream ,5.0,https://www.epicurious.com/recipes/food/views/five-spice-ice-cream
Sour Cream Ice Cream ,3.75,https://www.epicurious.com/recipes/food/views/sour-cream-ice-cream
Peaches and Raspberries in Ancho Syrup with Chile Threads ,3.75,https://www.epicurious.com/recipes/food/views/peaches-and-raspberries-in-ancho-syrup-with-chile-threads
Maple Tea Scones ,4.375,https://www.epicurious.com/recipes/food/views/maple-tea-scones
"Bruschetta with White Beans, Tomatoes and Olives ",4.375,https://www.epicurious.com/recipes/food/views/bruschetta-with-white-beans-tomatoes-and-olives
"Roast Vermont Turkey with Giblet Gravy and Sausage and Sage Dressing, for Thanksgiving ",3.125,https://www.epicurious.com/recipes/food/views/roast-vermont-turkey-with-giblet-gravy-and-sausage-and-sage-dressing-for-thanksgiving
Baked Tomatoes with Hazelnut Bread Crumbs ,3.125,https://www.epicurious.com/recipes/food/views/baked-tomatoes-with-hazelnut-bread-crumbs
"Pork, Beef, and Black Bean Chili ",5.0,https://www.epicurious.com/recipes/food/views/pork-beef-and-black-bean-chili
Pan-Fried Pork Chops ,3.75,https://www.epicurious.com/recipes/food/views/pan-fried-pork-chops
Gingerbread-Raisin Scones ,4.375,https://www.epicurious.com/recipes/food/views/gingerbread-raisin-scones
Pan-Seared Fish Fillets in Ginger Broth ,4.375,https://www.epicurious.com/recipes/food/views/pan-seared-fish-fillets-in-ginger-broth
Fried Cardoons ,3.75,https://www.epicurious.com/recipes/food/views/fried-cardoons
Rhubarb and Raspberry Jam Roly-Poly with Vanilla Custard Sauce ,4.375,https://www.epicurious.com/recipes/food/views/rhubarb-and-raspberry-jam-roly-poly-with-vanilla-custard-sauce
"Spaghetti with Cremini Mushrooms, Lemon, and Thyme ",3.75,https://www.epicurious.com/recipes/food/views/spaghetti-with-cremini-mushrooms-lemon-and-thyme
Herb-Brined Turkey with Pear Gravy ,3.75,https://www.epicurious.com/recipes/food/views/herb-brined-turkey-with-pear-gravy
Chocolate Sheet Cake with Sour Cream Frosting ,3.75,https://www.epicurious.com/recipes/food/views/chocolate-sheet-cake-with-sour-cream-frosting
Shrimp and Grits Fritters ,3.75,https://www.epicurious.com/recipes/food/views/shrimp-and-grits-fritters
Roasted Beet Relish with Apricots ,4.375,https://www.epicurious.com/recipes/food/views/roasted-beet-relish-with-apricots
Four-Layer Lemon Torte with Lemon Cream Cheese Frosting ,4.375,https://www.epicurious.com/recipes/food/views/four-layer-lemon-torte-with-lemon-cream-cheese-frosting
Steamed Broccoli with Olive Oil and Parmesan ,4.375,https://www.epicurious.com/recipes/food/views/steamed-broccoli-with-olive-oil-and-parmesan
Basmati Rice ,4.375,https://www.epicurious.com/recipes/food/views/basmati-rice
Standing Rib Roast with Rosemary-Thyme Crust ,5.0,https://www.epicurious.com/recipes/food/views/standing-rib-roast-with-rosemary-thyme-crust
Pasta Primavera Pronto ,3.75,https://www.epicurious.com/recipes/food/views/pasta-primavera-pronto
Goan Shrimp in Roasted-Coconut Sauce ,3.75,https://www.epicurious.com/recipes/food/views/goan-shrimp-in-roasted-coconut-sauce
"Braised Fish with Fennel, Tomatoes and Olives ",3.75,https://www.epicurious.com/recipes/food/views/braised-fish-with-fennel-tomatoes-and-olives
Chocolate Raisin Bread Pudding ,3.75,https://www.epicurious.com/recipes/food/views/chocolate-raisin-bread-pudding
Yellow Bell Pepper Soup ,3.75,https://www.epicurious.com/recipes/food/views/yellow-bell-pepper-soup
Sauteed Potatoes ,4.375,https://www.epicurious.com/recipes/food/views/sauteed-potatoes
Paprika-Glazed Baby Back Ribs ,3.75,https://www.epicurious.com/recipes/food/views/paprika-glazed-baby-back-ribs
Vin Santo Zabaglione with Orange and Grapefruit ,4.375,https://www.epicurious.com/recipes/food/views/vin-santo-zabaglione-with-orange-and-grapefruit
"Mango, Jícama and Corn Salad ",4.375,https://www.epicurious.com/recipes/food/views/mango-jcama-and-corn-salad
Crepes with Homemade Fruit Syrup ,4.375,https://www.epicurious.com/recipes/food/views/crepes-with-homemade-fruit-syrup
Red Chili Powder ,3.75,https://www.epicurious.com/recipes/food/views/red-chili-powder
Summer Tomato and Bell Pepper Soup ,4.375,https://www.epicurious.com/recipes/food/views/summer-tomato-and-bell-pepper-soup
Soba Noodle Salad with Cucumber and Mango ,4.375,https://www.epicurious.com/recipes/food/views/soba-noodle-salad-with-cucumber-and-mango
Chocolate-Malt Cake ,3.75,https://www.epicurious.com/recipes/food/views/chocolate-malt-cake
Ginger Pineapple Sparkling Punch ,5.0,https://www.epicurious.com/recipes/food/views/ginger-pineapple-sparkling-punch
Farmhouse Herbed Stuffing ,4.375,https://www.epicurious.com/recipes/food/views/farmhouse-herbed-stuffing
"Prosciutto, Munster, and Cumin Corn-Bread Sandwiches ",3.125,https://www.epicurious.com/recipes/food/views/prosciutto-munster-and-cumin-corn-bread-sandwiches
Cranberry-Port Conserve ,4.375,https://www.epicurious.com/recipes/food/views/cranberry-port-conserve
Passover Chremslach ,4.375,https://www.epicurious.com/recipes/food/views/passover-chremslach
Spiced Saffron Rice ,4.375,https://www.epicurious.com/recipes/food/views/spiced-saffron-rice
Swordfish with Lime-Ginger Glaze ,4.375,https://www.epicurious.com/recipes/food/views/swordfish-with-lime-ginger-glaze
Rigatoni with Cheese and Italian Sausage ,4.375,https://www.epicurious.com/recipes/food/views/rigatoni-with-cheese-and-italian-sausage
Salmon Cakes with Lemon-Herb Mayonnaise ,4.375,https://www.epicurious.com/recipes/food/views/salmon-cakes-with-lemon-herb-mayonnaise
"Raw Artichoke Salad, Celery, and Parmesan ",4.375,https://www.epicurious.com/recipes/food/views/raw-artichoke-salad-celery-and-parmesan
Sweet-Potato Pancakes with Caviar ,4.375,https://www.epicurious.com/recipes/food/views/sweet-potato-pancakes-with-caviar
"Coconut and Palm Sugar Syrup with Tapioca, Tropical Fruit, and Shaved Ice ",3.75,https://www.epicurious.com/recipes/food/views/coconut-and-palm-sugar-syrup-with-tapioca-tropical-fruit-and-shaved-ice
Mango Rum Batida ,5.0,https://www.epicurious.com/recipes/food/views/mango-rum-batida
Winter Greens Gratin ,4.375,https://www.epicurious.com/recipes/food/views/winter-greens-gratin
Zucchini Curry ,3.75,https://www.epicurious.com/recipes/food/views/zucchini-curry
Vanilla Cream ,3.75,https://www.epicurious.com/recipes/food/views/vanilla-cream
Strawberry Gelato ,3.75,https://www.epicurious.com/recipes/food/views/strawberry-gelato
Tuscan Panzanella ,5.0,https://www.epicurious.com/recipes/food/views/tuscan-panzanella
Pear Croustade with Lemon Pastry and Almonds ,5.0,https://www.epicurious.com/recipes/food/views/pear-croustade-with-lemon-pastry-and-almonds
Teriyaki Scallops and Green Onions ,3.75,https://www.epicurious.com/recipes/food/views/teriyaki-scallops-and-green-onions
Cherry and Plum Bruschetta ,4.375,https://www.epicurious.com/recipes/food/views/cherry-and-plum-bruschetta
Chile-Garlic Shrimp ,5.0,https://www.epicurious.com/recipes/food/views/chile-garlic-shrimp
Genoa Toasts ,4.375,https://www.epicurious.com/recipes/food/views/genoa-toasts
Horseradish Cream ,4.375,https://www.epicurious.com/recipes/food/views/horseradish-cream
Gingered Pear and Currant Breads ,3.125,https://www.epicurious.com/recipes/food/views/gingered-pear-and-currant-breads
Crudités with Lemon-Garlic Aïoli ,4.375,https://www.epicurious.com/recipes/food/views/crudits-with-lemon-garlic-aoli
Greek Chicken Salad ,3.125,https://www.epicurious.com/recipes/food/views/greek-chicken-salad
Jamaican Jerk Chicken ,4.375,https://www.epicurious.com/recipes/food/views/jamaican-jerk-chicken
Cucumber Yum Yum Cocktail ,5.0,https://www.epicurious.com/recipes/food/views/cucumber-yum-yum-cocktail
Pasta Frittata with Broccoli Rabe and Sun-Dried Tomatoes ,3.75,https://www.epicurious.com/recipes/food/views/pasta-frittata-with-broccoli-rabe-and-sun-dried-tomatoes
Ice Cream with Figs Poached in Port and Star Anise ,5.0,https://www.epicurious.com/recipes/food/views/ice-cream-with-figs-poached-in-port-and-star-anise
Avocado-Mango Salsa ,5.0,https://www.epicurious.com/recipes/food/views/avocado-mango-salsa
Chicken Paillards with Clementine Salsa ,4.375,https://www.epicurious.com/recipes/food/views/chicken-paillards-with-clementine-salsa
Strawberry Tarts with Ginger-Nut Crust ,5.0,https://www.epicurious.com/recipes/food/views/strawberry-tarts-with-ginger-nut-crust
"Sheet-Pan Cumin Chicken Thighs With Squash, Fennel, and Grapes ",5.0,https://www.epicurious.com/recipes/food/views/sheet-pan-cumin-chicken-thighs-with-squash-fennel-and-grapes
Ancho Pasilla Sauce ,3.125,https://www.epicurious.com/recipes/food/views/ancho-pasilla-sauce
Piquant Crab on Jícama Wedges ,4.375,https://www.epicurious.com/recipes/food/views/piquant-crab-on-jcama-wedges
Fresh Tomato Salsa ,4.375,https://www.epicurious.com/recipes/food/views/fresh-tomato-salsa
To Warm Tortillas ,2.5,https://www.epicurious.com/recipes/food/views/to-warm-tortillas
To Quick-Roast and Peel Chilies or Peppers ,2.5,https://www.epicurious.com/recipes/food/views/to-quick-roast-and-peel-chilies-or-peppers
Rajas con Crema ,4.375,https://www.epicurious.com/recipes/food/views/rajas-con-crema
